COD_ID,NOME,tipo,SUB,SUB_NOME,UNI_TR_AT,TEN_NOM,TEN_NOM_kV,MUN,km_MT,ENE_MWh_ano,ENE_UC_MWh_ano,n_UNTRMT,kVA_instalado,n_UCBT,n_UCMT,n_DER,kW_DER,chaves_total,chaves_NA,chaves_NF,chaves_telecomandadas,NA_interligacao,NA_interligacao_telecomandada,NA_interligacao_SE,NA_interligacao_campo,NA_interligacao_campo_telecomandada,n_vizinhos,vizinhos,n_UNREMT,n_UNCRMT,lon_min,lat_min,lon_max,lat_max,score,n_clientes,CONJ_CODIGO,CONJ_NOME,ties_campo,ties_telecomandadas,ties_manuais,pares_ctmt_vizinho,grau,sem_socorro,alimentadores_socorro,subestacoes_socorro,subestacoes_socorro_nomes,conjuntos_socorro,conjuntos_socorro_nomes,chaves_campo,componente_id,tamanho_componente
SRD0005,LSA RODUTRA,LSA,18521154,SETD SEROPEDICA,18915500,67,25.0,3305554,325.451,30315.02,30818.517,758,46732.5,8475,23,112,4999.64,452,62,390,685034703;702674534;750694325,31,6,12,19,3,6,BRI001;QMD002;SRD001;SRD002;SRD003;SRD004,1,2,-43.876055,-22.792437,-43.639986,-22.609118,161462,8498,15043,SEROPEDICA AEREO,19,3,16,19,6,False,BRI001;QMD002;SRD001;SRD002;SRD003;SRD004,18520893;18521154;18521208,SETD BRISAMAR;SETD QUEIMADOS;SETD SEROPEDICA,15006;15043,BRISA MAR;SEROPEDICA AEREO,1011477560;20718592;20782790;20818005;20818152;20818257;20818320;20818341;20818432;40526886;514957951;592580594;685034703;702674534;725132092;750694325;755198819;790495562;915570991,1,1097
ABR005,LDA TAMOIO,LDA,18520731,SETD AREIA BRANCA,18915185,46,13.2,3300456,16.294,31741.738,8501.304,94,9285.0,7521,4,59,502.47,41,13,28,990003231;997384616,19,2,0,19,2,6,ABR00019;ABR008;ABR012;ABR016;ABR017;NIG029,0,0,-43.431503,-22.749683,-43.397574,-22.727271,142975,7525,15054,AREIA BRANCA AEREO,19,2,17,19,6,False,ABR00019;ABR008;ABR012;ABR016;ABR017;NIG029,18519976;18520731,SETD AREIA BRANCA;SETD NOVA IGUACU,15054;15692,AREIA BRANCA AEREO;NOVA IGUACU,1022530322;107531080;20682297;20686861;20686994;20687015;20687022;20687029;20687043;20766155;20766183;20766358;20780711;20806949;20807040;20821099;520828207;990003231;997384616,1,1097
BAR33398,LDA GIBRAN/LDA ACHE,LDA,10385907,SETD BARRA,10401285,46,13.2,3304557,19.61,9797.114,9865.125,83,8850.0,1025,9,185,2221.27,95,22,73,535080868;934533400;998908986,19,3,0,19,3,6,BAR29386;BAR29407;BAR29691;BAR4472;BAR4841;BAR99999,0,0,-43.327537,-23.007605,-43.294066,-22.981121,19646,1034,15013,BARRA AEREO,19,3,16,19,6,False,BAR29386;BAR29407;BAR29691;BAR4472;BAR4841;BAR99999,10385907,SETD BARRA,15013,BARRA AEREO,1018133204;1018133212;11026032;11063353;11063444;11063598;11076596;11119625;535080868;535080877;54541314;633442312;669129738;674643246;702897801;795228958;796287987;934533400;998908986,1,1097
SCI004,LSA EUFRASIA,LSA,18520299,SETD SANTA CECILIA,18915120,67,25.0,3300308,103.355,57551.618,53830.892,373,55440.0,20431,31,238,3280.39,350,60,290,711103577;945380011;997994388,25,6,6,19,3,5,CEN006;SCI001;SCI002;SCI003;SCI006,0,1,-43.900164,-22.485949,-43.787534,-22.428611,388778,20462,15082,SANTA CECILIA AEREO AT/MT,19,3,16,19,5,False,CEN006;SCI001;SCI002;SCI003;SCI006,18520299;18520353,SETD CENTENARIO;SETD SANTA CECILIA,15082;15089;15090,CENTENARIO AEREO MT/MT;SANTA CECILIA AEREO AT/MT;SANTA CECILIA AEREO MT/MT,125569442;134432275;20668990;20701337;20718746;20719866;20728686;20745405;20745440;20745510;20842238;29465509;29851948;363044010;397396834;711103577;945380011;945380021;997994388,1,1097
VRD011,LDA CALIFORNIA,LDA,18520470,SETD VOLTA REDONDA,18915410,46,13.2,3306305,24.102,28758.173,26195.567,92,9525.0,5915,15,87,664.4,92,28,64,1003366160;754112357;865301195,19,3,0,19,3,5,RTO003;VRD003;VRD004;VRD006;VRD019,0,0,-44.089118,-22.513975,-44.051809,-22.473191,112670,5930,15084,VOLTA REDONDA AEREO AT/MT,19,3,16,19,5,False,RTO003;VRD003;VRD004;VRD006;VRD019,18520470;18520875,SETD RETIRO;SETD VOLTA REDONDA,14995;15084;15086,RETIRO;VOLTA REDONDA AEREO AT/MT;VOLTA REDONDA AEREO MT/MT,1003366160;119085911;20232996;20233045;20233150;20658620;20658683;20658802;20680932;20680967;20681079;20681184;654787877;654787887;754112357;754413057;796872016;865301185;865301195,1,1097
TQR33862,LDA BOCARI,LDA,10385871,SETD TAQUARA,10401220,46,13.2,3304557,12.197,20508.978,13473.669,82,9667.5,4351,0,199,1502.75,58,19,39,1007642983;752622332;789941518,22,3,3,19,3,7,TQR00003;TQR00004;TQR0007;TQR33826;TQR33830;TQR33835;TQR33859,0,4,-43.416894,-22.924155,-43.373025,-22.911681,82669,4351,15023,TAQUARA AEREO,19,3,16,19,5,False,TQR00003;TQR0007;TQR33830;TQR33835;TQR33859,10385871,SETD TAQUARA,15023,TAQUARA AEREO,1007642983;11022798;11026081;11026389;11026438;11026494;11038232;11053522;11053620;11053627;11053648;11053690;11056672;134733185;137253951;23084918;258481641;752622332;789941518,1,1097
ESP012,LDA ISABEL,LDA,18519958,SETD ESPERANCA,18915335,46,13.2,3304557,9.544,33168.929,16848.836,65,7957.5,3441,13,52,629.26,46,12,34,1000454828;1003477804;1004800368;995709991,19,4,0,19,4,4,ESP001;ESP004;ESP007;ESP008,0,0,-43.686143,-22.942316,-43.677707,-22.91274,65626,3454,16899,ESPERANCA AEREO AT/MT,19,4,15,19,4,False,ESP001;ESP004;ESP007;ESP008,18519958,SETD ESPERANCA,16899,ESPERANCA AEREO AT/MT,1000454828;1003477804;1004800368;19764194;20703710;20703815;20703836;20703864;20704179;20704333;20704389;20777253;20777260;20777316;20777330;20777351;33682164;60240543;995709991,1,1097
SCI007,LSA FACULDADE,LSA,18520299,SETD SANTA CECILIA,18915120,67,25.0,3300308,276.258,37156.016,39064.093,670,52500.0,15727,25,190,5640.38,534,80,454,1003469163;731753516;999471500,25,6,7,18,3,9,CEN005;CEN006;SCI002;SCI003;SCI005;SCI006;SCI008;VIG001;VIG002,0,0,-43.944253,-22.598639,-43.687594,-22.465431,283536,15752,15090,SANTA CECILIA AEREO MT/MT,18,3,15,18,9,False,CEN005;CEN006;SCI002;SCI003;SCI005;SCI006;SCI008;VIG001;VIG002,18520299;18520353;18520371,SETD CENTENARIO;SETD SANTA CECILIA;SETD VIGARIO,15003;15082;15089;15090,CENTENARIO AEREO MT/MT;SANTA CECILIA AEREO AT/MT;SANTA CECILIA AEREO MT/MT;VIGARIO,1003469163;20681709;20684222;20684229;20699454;20768920;20813966;20813994;20842238;20842287;360985726;377893861;490753018;494875078;731753507;731753516;93021097;999471500,1,1097
BRI00005,LSA ZELITUS,LSA,18521208,SETD BRISAMAR,18915495,67,25.0,3302007,181.705,-19701.149,14810.114,305,32947.5,6344,42,188,11021.206,252,43,209,1006337621;495879886;966730081,20,4,2,18,3,9,BRI001;BRI003;ESP018;ESP019;ESP020;ITG0004;ITG0005;ITG0011;SRD002,1,0,-43.839347,-22.890827,-43.627423,-22.768099,114948,6386,15006,BRISA MAR,18,3,15,18,9,False,BRI001;BRI003;ESP018;ESP019;ESP020;ITG0004;ITG0005;ITG0011;SRD002,18519958;18521154;18521208;310129856,SETD BRISAMAR;SETD ESPERANCA;SETD ITAGUAI;SETD SEROPEDICA,15006;15043;15070;15694;16899,BRISA MAR;ESPERANCA AEREO AT/MT;ESPERANCA AEREO MT/MT;ITAGUAI;SEROPEDICA AEREO,1006337621;135611175;160647147;161725091;20707000;20707028;20719194;20776994;20777001;20777050;20789758;20800558;276640970;436631577;495879886;760493296;966730071;966730081,1,1097
ROS007,LDA COMETA,LDA,18519985,SETD ROSALI,18915375,46,13.2,3305109,10.498,27905.721,13580.269,83,10467.5,5801,12,48,425.99,51,18,33,26362870;765345572;935138831,18,3,0,18,3,9,CRO0016;CRO009;ROS00019;ROS002;ROS008;ROS011;ROS017;SJO0010;SJO0013,0,2,-43.37086,-22.791828,-43.347335,-22.767246,104634,5813,14996,ROSALI,18,3,15,19,9,False,CRO0016;CRO009;ROS00019;ROS002;ROS008;ROS011;ROS017;SJO0010;SJO0013,18519985;18521055;310718139,SETD COELHO DA ROCHA;SETD ROSALI;SETD SAO JOAO,14996;15035;15699,COELHO DA ROCHA;ROSALI;SAO JOAO,20660223;20660279;20680309;20680316;20691705;20691768;20700938;20733894;20733908;20733915;20733929;20804688;26362870;636718686;765345562;765345572;935138813;935138831,1,1097
STS005,LSA GROTA,LSA,18521136,SETD SANTISSIMO,18915490,67,25.0,3304557,48.826,34399.438,10311.769,140,27267.5,5473,12,14,305.05,141,28,113,37328503;547463642;689865516,26,4,8,18,3,11,AFR003;AFR007;CAM007;CAM008;CAM009;ESP016;JAB009;STS001;STS002;STS003;STS006,0,0,-43.565969,-22.902455,-43.455791,-22.849648,98730,5485,15042,SANTISSIMO AEREO,18,3,15,19,9,False,AFR003;AFR007;CAM007;CAM008;CAM009;JAB009;STS001;STS003;STS006,18520461;18520488;18520749;18521136,SETD ARI FRANCO;SETD CAMARA;SETD JABOATAO;SETD SANTISSIMO,14991;15010;15029;15042,ARI FRANCO;CAMARA;JABOATAO AEREO;SANTISSIMO AEREO,20662239;20687995;20694547;20711949;20724983;20738311;20775811;20802364;20802462;20805514;20813287;20813315;20815065;20815086;20815121;37328503;547463642;689865516,1,1097
WLS00014,LDA BRIGADEIRO,LDA,18519994,SETD WASHINGTON LUIS,254600861,46,13.2,3301702,7.968,29666.539,14990.6,86,11265.0,5130,4,62,397.97,29,10,19,705792019;752635240,18,2,0,18,2,6,CXS004;CXS010;WLS00013;WLS00015;WLS001;WLS008,0,1,-43.306892,-22.79322,-43.297533,-22.772237,92412,5134,15073,WASHINGTON LUIS AEREO,18,2,16,18,6,False,CXS004;CXS010;WLS00013;WLS00015;WLS001;WLS008,18519994;18520785,SETD CAXIAS;SETD WASHINGTON LUIS,15073;15700,CAXIAS AEREO;WASHINGTON LUIS AEREO,141491612;20692314;20693581;20693588;20697676;20697704;20697732;20697767;20728168;20728196;20744432;20744446;20744460;20744467;465757363;465757499;705792019;752635240,1,1097
ITG0010,LDA FEITAL,LDA,310129856,SETD ITAGUAI,310130783,46,13.2,3302007,12.662,23001.0,15803.878,81,9645.0,4567,10,57,581.52,49,15,34,146756117;998252050,18,2,0,18,2,6,BRI001;ITG0006;ITG0007;ITG0008;ITG0009;ITG0011,0,0,-43.797192,-22.882522,-43.760736,-22.862219,82386,4577,15694,ITAGUAI,18,2,16,19,6,False,BRI001;ITG0006;ITG0007;ITG0008;ITG0009;ITG0011,18521208;310129856,SETD BRISAMAR;SETD ITAGUAI,15006;15694,BRISA MAR;ITAGUAI,116092806;142277424;146756117;20677040;20701820;20701827;20719362;20719425;20719432;20738654;20738738;20779976;262896583;282506661;282691277;288114536;983673880;998252050,1,1097
PMG0017,LDA IMPERADOR,LDA,18520479,SETD PADRE MIGUEL,18915110,46,13.2,3304557,8.981,19946.893,7910.634,43,5365.0,3427,7,48,446.499,35,10,25,690054449;690075922;757861011,18,3,0,18,3,6,CAM019;PMG00019;PMG0016;PMG002;PMG007;PMG009,0,0,-43.437359,-22.891026,-43.425581,-22.866717,61812,3434,15019,PADRE MIGUEL,18,3,15,18,6,False,CAM019;PMG00019;PMG0016;PMG002;PMG007;PMG009,18520479;18520488,SETD CAMARA;SETD PADRE MIGUEL,14991;15019,CAMARA;PADRE MIGUEL,20695387;20695562;20698495;20698502;20717976;20717983;20718011;20718039;20729834;20777771;20777778;20816346;20816486;503132294;608528505;690054449;690075922;757861011,1,1097
CRM0005,LDA VIENA,LDA,280389625,SETD CARMARI,280389914,46,13.2,3303500,13.642,29315.119,15095.037,98,10807.5,6497,10,95,620.83,43,14,29,744837327,18,1,0,18,1,5,CRM0004;CRM0008;CRM0011;CSO00017;NIG009,0,1,-43.464075,-22.738266,-43.448512,-22.714019,117126,6507,15691,CARMARI,18,1,17,18,5,False,CRM0004;CRM0008;CRM0011;CSO00017;NIG009,18519976;18520821;280389625,SETD CARMARI;SETD COMENDADOR SOARES;SETD NOVA IGUACU,15048;15691;15692,CARMARI;COMENDADOR SOARES;NOVA IGUACU,20673008;20673050;20673064;20673092;20673106;20673141;20707966;20707980;20737380;20737401;20737436;20803582;20803589;23067666;250688059;269345463;744837327;744837336,1,1097
TRS008,LDA SETEMBRO,LDA,18520326,SETD TRES RIOS,18915125,46,13.2,3306008,10.308,25932.317,22178.451,108,14117.5,5156,7,51,1232.83,43,12,31,561273192,18,1,0,18,1,5,TRS001;TRS003;TRS006;TRS007;TRS009,0,1,-43.234203,-22.125519,-43.205033,-22.112404,92934,5163,15087,TRES RIOS AEREO AT/MT,18,1,17,19,5,False,TRS001;TRS003;TRS006;TRS007;TRS009,18520326,SETD TRES RIOS,15087;15088,TRES RIOS AEREO AT/MT;TRES RIOS AEREO MT/MT,113885505;20727461;20727517;20770047;20770068;20774376;20774383;20774404;20804079;20804093;20804100;20804107;20804121;20804149;20804156;34974796;561273192;926981577,1,1097
ITG0009,LDA VEGEZZI,LDA,310129856,SETD ITAGUAI,310131071,46,13.2,3302007,9.465,17825.565,15315.634,66,7840.0,3145,11,63,664.83,44,14,30,,18,0,0,18,0,3,ITG0006;ITG0007;ITG0010,0,0,-43.782238,-22.882522,-43.760735,-22.862671,56808,3156,15694,ITAGUAI,18,0,18,18,3,False,ITG0006;ITG0007;ITG0010,310129856,SETD ITAGUAI,15694,ITAGUAI,116092806;133521171;20676963;20677040;20701820;20701904;20701911;20701939;20702163;20738654;20791249;263292013;264360367;265133278;282506661;54439459;54585418;95399812,1,1097
RTO007,LDA BAHIA,LDA,18520875,SETD RETIRO,18915280,46,13.2,3306305,11.821,15769.303,13546.518,68,9165.0,3028,8,39,576.49,47,14,33,685210846;742338247,17,2,0,17,2,10,RTO001;RTO002;RTO006;RTO009;RTO011;VRD001;VRD005;VRD006;VRD009;VRD015,0,0,-44.121198,-22.511019,-44.086383,-22.493892,51612,3036,14995,RETIRO,17,2,15,18,10,False,RTO001;RTO002;RTO006;RTO009;RTO011;VRD001;VRD005;VRD006;VRD009;VRD015,18520470;18520875,SETD RETIRO;SETD VOLTA REDONDA,14995;15084;15086,RETIRO;VOLTA REDONDA AEREO AT/MT;VOLTA REDONDA AEREO MT/MT,1011099675;20232982;20661399;20661406;20661476;20661525;20661581;20661616;20672966;20700231;20700252;247059649;474203762;685210835;685210846;742338238;742338247,1,1097
PDG29023,LDA SITIO,LDA,10385916,SETD PORTA DAGUA,10401260,46,13.2,3304557,12.14,35736.695,19059.473,150,18407.5,10446,6,147,1138.86,64,19,45,628864975;977074027;977091219,17,3,0,17,3,9,BAR000;PDG00002;PDG0006;PDG222;PDG29753;PDG29776;PDG29857;PDG33434;PDG33647,0,0,-43.341995,-22.977668,-43.330816,-22.937994,177684,10452,16902,PORTA DAGUA AEREO,17,3,14,18,9,False,BAR000;PDG00002;PDG0006;PDG222;PDG29753;PDG29776;PDG29857;PDG33434;PDG33647,10385907;10385916,SETD BARRA;SETD PORTA DAGUA,15013;16902;16903,BARRA AEREO;GARDENIA;PORTA DAGUA AEREO,11023463;11037294;11037511;11077702;11136091;11154174;11154258;11154279;112232325;481928510;512716501;628864966;628864975;760824351;977074027;977091219;987466141,1,1097
SCI006,LSA TAMANDARE,LSA,18520299,SETD SANTA CECILIA,18915120,67,25.0,3300308,736.817,-22353.196,24399.061,1369,52527.5,8806,22,237,14746.708,587,67,520,,17,0,0,17,0,9,CEN003;SCI001;SCI002;SCI003;SCI004;SCI005;SCI007;SCI008;VRD015,1,0,-44.165298,-22.483552,-43.801248,-22.10539,150076,8828,15090,SANTA CECILIA AEREO MT/MT,17,0,17,19,9,False,CEN003;SCI001;SCI002;SCI003;SCI004;SCI005;SCI007;SCI008;VRD015,18520299;18520353;18520470,SETD CENTENARIO;SETD SANTA CECILIA;SETD VOLTA REDONDA,15082;15086;15089;15090,CENTENARIO AEREO MT/MT;SANTA CECILIA AEREO AT/MT;SANTA CECILIA AEREO MT/MT;VOLTA REDONDA AEREO MT/MT,20661308;20684544;20718746;20724430;20738955;20746112;20842077;20842119;20842126;20842140;20842168;20842238;20842252;20842301;31960490;474410586;778553901,1,1097
MRT9954,LDA GETUVAR,LDA,1312,SETD MERITI,1248414,46,13.2,3305109,15.181,28456.305,15875.676,127,13207.5,7448,6,72,492.19,69,22,47,621719771;987169132;990183590,17,3,0,17,3,9,MRT29629;MRT29650;MRT33313;MRT9941;ROS016;VGE00002;VGE35061;VGE3890;VGE3947,0,0,-43.360203,-22.819603,-43.322386,-22.794782,126718,7454,14993,MERITI,17,3,14,17,9,False,MRT29629;MRT29650;MRT33313;MRT9941;ROS016;VGE00002;VGE35061;VGE3890;VGE3947,1267;1312;18519985,SETD MERITI;SETD ROSALI;SETD VIGARIO GERAL,14993;14996;15062,MERITI;ROSALI;VIGARIO GERAL AEREO,111266154;114967587;115611752;1609957;1609978;1610139;1610279;1610342;1622669;1622753;1629550;25223422;517281009;621719771;685465129;987169132;990183590,1,1097
NIG012,LDA CAMPAR,LDA,18519976,SETD NOVA IGUACU,18915385,46,13.2,3303500,15.922,24412.424,10224.771,83,8850.0,6020,3,77,767.07,49,20,29,1001446742;702777580;755469277;779807665,17,4,0,17,4,9,ABR016;CRM0004;CRM0011;NIG003;NIG009;NIG013;NIG017;NIG023;NIG029,0,1,-43.452233,-22.758805,-43.430848,-22.72168,102391,6023,15692,NOVA IGUACU,17,4,13,17,9,False,ABR016;CRM0004;CRM0011;NIG003;NIG009;NIG013;NIG017;NIG023;NIG029,18519976;18520731;280389625,SETD AREIA BRANCA;SETD CARMARI;SETD NOVA IGUACU,15054;15691;15692,AREIA BRANCA AEREO;CARMARI;NOVA IGUACU,1001446742;20682759;20687050;20700112;20803519;20803631;24055232;250778207;310799748;310800003;489499086;663612112;697122427;702777580;755469277;755469286;779807665,1,1097
VGE3703,LDA CONRADO,LDA,1267,SETD VIGARIO GERAL,1248329,46,13.2,3304557,9.921,12641.956,6716.943,68,7162.5,3152,5,37,559.2,59,12,47,108938823;936650222,17,2,0,17,2,9,AGR004;AGR008;AGR011;BPN29676;BPN29858;VGE3154;VGE3740;VGE3834;VGE3947,0,0,-43.322965,-22.830629,-43.29205,-22.809356,53669,3157,15062,VIGARIO GERAL AEREO,17,2,15,17,9,False,AGR004;AGR008;AGR011;BPN29676;BPN29858;VGE3154;VGE3740;VGE3834;VGE3947,1159;1267;1285,SETD AGUA GRANDE;SETD BRAS DE PINA;SETD VIGARIO GERAL,15017;15045;15062,AGUA GRANDE AEREO;BRAS DE PINA;VIGARIO GERAL AEREO,108938823;158646157;1594354;1594403;1594459;1594494;1594501;159805584;1601242;1601340;1605022;1605106;1613730;1627177;1627331;936650222;936650306,1,1097
CLG0016,LDA SAMIN,LDA,1249,SETD COLEGIO,1248339,46,13.2,3304557,10.688,26803.838,16533.86,98,10620.0,5635,11,54,343.02,58,14,44,745021934;972200306;973162212,17,3,0,17,3,8,CLG0004;CLG0007;CLG0011;CLG0012;CLG0013;CLG0014;MTC007;MTC009,0,1,-43.336095,-22.85923,-43.31898,-22.842467,95982,5646,15021,COLEGIO AEREO,17,3,14,17,8,False,CLG0004;CLG0007;CLG0011;CLG0012;CLG0013;CLG0014;MTC007;MTC009,1249;1276,SETD COLEGIO;SETD MATURACA,15021;15031,COLEGIO AEREO;MATURACA AEREO,1567017;1584085;1590896;1590903;1593766;1593773;1593836;1600773;1613940;1630866;1630894;1630901;455095420;745021934;972200306;973162196;973162212,1,1097
CUR33332,LDA JURANDA,LDA,10386042,SETD CURICICA,10401625,46,13.2,3304557,13.377,35436.585,21544.152,92,10695.0,5281,14,77,829.64,61,15,46,512617965;756036062;932205992,17,3,0,17,3,8,CUR33311;CUR33326;CUR33338;CUR33777;PDG219;PDG280;TQR00001;TQR33826,0,2,-43.396943,-22.959262,-43.368197,-22.936257,90015,5295,16901,CURICICA AEREO,17,3,14,19,8,False,CUR33311;CUR33326;CUR33338;CUR33777;PDG219;PDG280;TQR00001;TQR33826,10385871;10385916;10386042,SETD CURICICA;SETD PORTA DAGUA;SETD TAQUARA,15023;16901;16902,CURICICA AEREO;PORTA DAGUA AEREO;TAQUARA AEREO,102197251;102261788;103730242;11036258;11053739;11053949;11053956;11053963;11053977;11053984;11074405;11092362;113219899;512617965;756036062;932205992;979654686,1,1097
CMS008,LDA BACAXA,LDA,18520839,SETD COSMOS,18915250,46,13.2,3304557,20.442,34992.832,14199.108,120,14520.0,8748,7,63,754.81,68,20,48,771670512;963079850;963088439,17,3,0,17,3,7,CMS003;CMS009;CMS012;CMS015;ESP017;JAB00017;STS002,0,0,-43.640273,-22.906387,-43.607814,-22.873577,148835,8755,16897,COSMOS,17,3,14,18,7,False,CMS003;CMS009;CMS012;CMS015;ESP017;JAB00017;STS002,18519958;18520749;18520839;18521136,SETD COSMOS;SETD ESPERANCA;SETD JABOATAO;SETD SANTISSIMO,15029;15042;16897;16900,COSMOS;JABOATAO AEREO;PACIENCIA;SANTISSIMO AEREO,20672448;20672462;20672525;20672546;20672602;20672630;20672735;20690095;20746735;20814540;23458483;465083168;480412737;56728211;771670512;963079850;963088439,1,1097
FND3462,LDA VIADUTO,LDA,1222,SETD FUNDAO,1248409,46,13.2,3304557,32.561,32462.794,29668.626,196,19245.0,8466,4,368,2737.12,88,18,70,928049412,21,5,4,17,1,11,FND3262;FND3726;GNB24905;GNB34723;GVD29899;GVD29916;GVD29940;GVD9802;GVD9878;GVD9901;GVD9937,0,0,-43.242211,-22.838923,-43.172928,-22.804284,143990,8470,15040,GOVERNADOR AEREO,17,1,16,17,7,False,FND3262;FND3726;GNB24905;GNB34723;GVD29940;GVD9901;GVD9937,1150;1213;1222,SETD FUNDAO;SETD GOVERNADOR;SETD GUANABARA,15037;15040,GOVERNADOR AEREO;GUANABARA AEREO,1024518818;1592730;1592772;1592793;1592800;1592814;1597077;1597658;1597742;1597784;1603006;469970069;469986984;469986993;898846731;928049412;940497662,2,29
ABR008,LDA RIBALTA,LDA,18520731,SETD AREIA BRANCA,18915210,46,13.2,3300456,13.613,32887.297,14180.503,82,11157.5,7524,10,87,718.483,56,17,39,753116156;977524867,18,2,1,17,2,8,ABR004;ABR005;ABR009;ABR011;ABR014;ABR016;NIG008;NIG016,0,1,-43.435275,-22.753874,-43.397391,-22.744362,128078,7534,15054,AREIA BRANCA AEREO,17,2,15,18,7,False,ABR004;ABR005;ABR009;ABR014;ABR016;NIG008;NIG016,18519976;18520731,SETD AREIA BRANCA;SETD NOVA IGUACU,15054;15692,AREIA BRANCA AEREO;NOVA IGUACU,20686966;20714427;20714441;20714469;20745895;20745909;20780473;20780508;20780627;20780711;20780732;20802924;20802938;20802980;20819734;753116156;977524867,1,1097
CSO010,LDA VIOLETA,LDA,18520821,SETD COMENDADOR SOARES,54431863,46,13.2,3303500,16.324,22146.126,14693.686,107,10492.5,5796,9,70,1004.91,54,17,37,761188874;995284863,17,2,0,17,2,7,CRM0008;CSO00017;CSO002;CSO005;CSO008;CSO014;NIG015,0,2,-43.483141,-22.757573,-43.46128,-22.730005,98685,5805,15048,COMENDADOR SOARES,17,2,15,17,7,False,CRM0008;CSO00017;CSO002;CSO005;CSO008;CSO014;NIG015,18519976;18520821;280389625,SETD CARMARI;SETD COMENDADOR SOARES;SETD NOVA IGUACU,15048;15691;15692,CARMARI;COMENDADOR SOARES;NOVA IGUACU,135355739;137884853;151964787;157868994;20661098;20712054;20712082;20819405;20819412;20819482;20819489;20819524;550047088;59034348;690428085;761188874;995284863,1,1097
MNB007,LDA WALLACE,LDA,18520902,SETD MENA BARRETO,18915260,46,13.2,3302858,7.379,22133.691,11304.593,57,7927.5,5707,3,68,444.91,29,13,16,759406895;994013861,17,2,0,17,2,7,MNB001;MNB006;MNB009;MNB019;MNB020;MNB021;PVN0006,0,0,-43.42963,-22.82087,-43.416972,-22.79792,97070,5710,15057,MENA BARRETO AEREO,17,2,15,17,7,False,MNB001;MNB006;MNB009;MNB019;MNB020;MNB021;PVN0006,1303;18520902,SETD MENA BARRETO;SETD PAVUNA,15057,MENA BARRETO AEREO,20675283;20675311;20675325;20675339;20687225;20687337;20687344;20727993;20728091;20790507;20820581;20820602;20820616;583335625;759406895;87202741;994013861,1,1097
VVQ9898,LDA JAPOREMA,LDA,1177,SETD VILA VALQUEIRE,1248284,46,13.2,3304557,12.359,20379.231,15009.435,82,9160.0,4644,7,61,482.7,45,12,33,702043298;978967653,18,3,1,17,2,8,GDL29585;PMG013;TUR012;VVQ0001;VVQ33460;VVQ9912;VVQ9922;VVQ9939,0,1,-43.385522,-22.888016,-43.367397,-22.854937,79067,4651,15032,VILA VALQUEIRE,17,2,15,17,7,False,GDL29585;PMG013;TUR012;VVQ33460;VVQ9912;VVQ9922;VVQ9939,1177;1258;1294;18520479,SETD GUADALUPE;SETD PADRE MIGUEL;SETD TURIACU;SETD VILA VALQUEIRE,15002;15019;15032;15036,GUADALUPE AEREO;PADRE MIGUEL;TURIACU;VILA VALQUEIRE,1582125;1582132;1592079;1592184;1592240;1592254;1592275;1592296;1592366;1593073;20818901;23217672;463245414;702043298;702043307;7300874;978967653,1,1097
CEN003,LSA QUIRINO,LSA,18520353,SETD CENTENARIO,18915145,67,25.0,3306206,1026.57,5975.077,47541.42,1955,88332.5,19523,39,298,21551.351,825,101,724,1004920532,25,4,8,17,1,7,CEN001;CEN002;CEN006;SCI002;SCI005;SCI006;TRS011,2,0,-43.937829,-22.400632,-43.407844,-22.046572,332554,19562,15089,CENTENARIO AEREO MT/MT,17,1,16,17,6,False,CEN001;CEN002;CEN006;SCI005;SCI006;TRS011,18520299;18520326;18520353,SETD CENTENARIO;SETD SANTA CECILIA;SETD TRES RIOS,15074;15088;15089;15090,CENTENARIO AEREO AT/MT;CENTENARIO AEREO MT/MT;SANTA CECILIA AEREO MT/MT;TRES RIOS AEREO MT/MT,1004920532;20673715;20674541;20674555;20674604;20674618;20714154;20714287;20746112;20758578;20776602;20801167;230609827;31359946;455962832;474410586;661010230,1,1097
